State,City/Town,County,Feature Type,Value Type,Value,Citation,Comment,Updated Type,Updated Value,Updated Comment,Ordinance Year,Original Captured Date,New Capture Date,Update Status
Virginia,,Caroline,Height ,Meters,4.572,Caroline County Zoning Ord. з 23.9,,,,,2021,,,
Virginia,,Charlotte,Roads,Meters,38.1,sec 10-23 solar energy systems ,,,,,,,,
Virginia,,Charlotte,Property Line,Meters,22.86,sec 10-23 solar energy systems ,,,,,,,,
Virginia,,Charlotte,Structures,Meters,121.92,sec 10-23 solar energy systems ,,,,,,,,
Virginia,,Charlotte,Height ,Meters,7.62,sec 10-23 solar energy systems ,,,,,,,,
Virginia,,Charlotte,Sound,dBA,50,sec 10-23 solar energy systems ,,,,,,,,
Virginia,,Clarke,Minimum Lot Size,Acres,20,3-C-2-gg Solar Power Plant,,,,,,,,
Virginia,,Clarke,Sound,dBA,65,3-C-2-gg Solar Power Plant,,,,,,,,
Virginia,,Dinwiddle,Height ,Meters,5.4864,Division 18 Utility scale solar energy district,,,,,,,,
Virginia,,Gloucester,Height ,Meters,6.096,Sec. 9-28. - Solar energy facilities.,,,,,,,,
Virginia,,Greensville,Total Installation Size,Acres,7600,Art 24 solar facilities,,,,,,,,
Virginia,,Greensville,Density,Meters,2414,Art 24 solar facilities,Minimum spacing between solar plants is 1.5-miles,,,,,,,
Virginia,,Greensville,Maximum Project Size,Acres,988.5,Art 24 solar facilities,"Maximum plant size is 1,000 acres",,,,,,,
Virginia,,Greensville,Coverage,Percentage,75,Art 24 solar facilities,No more than 75% coverage for single project  ,,,,,,,
Virginia,,Greensville,Height ,Meters,4.572,Art 24 solar facilities,,,,,,,,
Virginia,,Halifax,Property Line,Meters,7.62,Art VII solar energy facilities ,,,,,,,,
Virginia,,Halifax,Roads,Meters,22.86,Art VII solar energy facilities ,,,,,,,,
Virginia,,Halifax,Structures,Meters,22.86,Art VII solar energy facilities ,,,,,,,,
Virginia,,Halifax,Height ,Meters,6.096,Art VII solar energy facilities ,,,,,,,,
Virginia,,Henry,Roads,Meters,30.48,Art XVIII solar energy facilities,,,,,,,,
Virginia,,Henry,Property Line,Meters,15.24,Art XVIII solar energy facilities,,,,,,,,
Virginia,,Henry,Height ,Meters,6.096,Art XVIII solar energy facilities,,,,,,,,
Virginia,,Highland,Height ,Meters,4.572,715.03 Utility-scale Solar Energy System,,,,,,,,
Virginia,,Highland,Sound,dBA,60,715.03 Utility-scale Solar Energy System,,,,,,,,
Virginia,,Highland,Property Line,Meters,60.96,715.03 Utility-scale Solar Energy System,,,,,,,,
Virginia,,Highland,Maximum lot size,Acres,400,715.03 Utility-scale Solar Energy System,,,,,,,,
Virginia,,Highland,Coverage,Percentage,65,715.03 Utility-scale Solar Energy System,No more than 65% coverage for single project,,,,,,,
Virginia,,Highland,Density,Meters,3218,715.03 Utility-scale Solar Energy System, Minimum spacing between solar plants is 2-miles.,,,,,,,
Virginia,,King George,Height ,Meters,4.572,Sec. 4.16. - Solar farm.,,,,,,,,
Virginia,,King Williams ,Minimum Lot Size,Acres,100,ARTICLE XVI: SOLAR FACILITIES ,,,,,,,,
Virginia,,King Williams ,maximum lot size,Acres,1500,ARTICLE XVI: SOLAR FACILITIES ,,,,,,,,
Virginia,,King Williams ,Property Line,Meters,60.96,ARTICLE XVI: SOLAR FACILITIES ,,,,,,,,
Virginia,,King Williams ,Roads,Meters,152.4,ARTICLE XVI: SOLAR FACILITIES ,,,,,,,,
Virginia,,King Williams ,Height ,Meters,3.048,ARTICLE XVI: SOLAR FACILITIES ,,,,,,,,
Virginia,,Lancaster,Property Line,Meters,30.48,28-5. - Utility Scale Solar.,,,,,,,,
Virginia,,Lancaster,Highway,Meters,76.2,28-5. - Utility Scale Solar.,,,,,,,,
Virginia,,Lancaster,Roads,Meters,22.86,28-5. - Utility Scale Solar.,,,,,,,,
Virginia,,Lancaster,Height ,Meters,4.572,28-5. - Utility Scale Solar.,,,,,,,,
Virginia,,Lancaster,Sound,dBA,65,28-5. - Utility Scale Solar.,,,,,,,,
Virginia,,Louisa,Roads,Meters,45.72,Sec. 86-393. Ц Processing and performance standards for utility-scale solar generation facilities.,,,,,,,,
Virginia,,Louisa,Structures,Meters,45.72,Sec. 86-393. Ц Processing and performance standards for utility-scale solar generation facilities.,,,,,,,,
Virginia,,Louisa,Height ,Meters,6.096,Sec. 86-393. Ц Processing and performance standards for utility-scale solar generation facilities.,,,,,,,,
Virginia,,Northampton,Sound,dBA,60,з 154.2.178а SOLAR ENERGY DISTRICT,,,,,,,,
Virginia,,Northampton,Lankford Highway,Meters,30.48,з 154.2.178а SOLAR ENERGY DISTRICT,,,,,,,,
Virginia,,Northampton,Roads,Meters,18.288,з 154.2.178а SOLAR ENERGY DISTRICT,,,,,,,,
Virginia,,Northampton,Property Line,Meters,15.24,з 154.2.178а SOLAR ENERGY DISTRICT,,,,,,,,
Virginia,,Northumberland,Property Line,Meters,7.62,sec 148-155 solar energy facilities,,,,,,,,
Virginia,,Nottoway,Height ,Meters,7.62,sec. 1-19-4 development standards for solar energy uses,,,,,,,,
Virginia,,Pittsylvania ,Height ,Meters,4.572,SEC. 35-141. SOLAR ENERGY FACILITIES. ,,,,,,,,
Virginia,,Pittsylvania ,Property Line,Meters,45.72,SEC. 35-141. SOLAR ENERGY FACILITIES. ,,,,,,,,
Virginia,,Pittsylvania ,Density,Meters,1609,SEC. 35-141. SOLAR ENERGY FACILITIES. ,Minimum spacing between solar plants is 1-mile.,,,,,,,
Virginia,,Prince Edward,Sound,dBA,50,Prince Edward County Code Ords. appdx. B з 7-110,,,,,,,,
Virginia,,Prince Edward,Property Line,Meters,15.24,Prince Edward County Code Ords. appdx. B з 7-110,,,,,2020,,,
Virginia,,Prince Edward,Roads,Meters,22.86,Prince Edward County Code Ords. appdx. B з 7-110,,,,,2020,,,
Virginia,,Prince Edward,Height ,Meters,6.096,Prince Edward County Code Ords. appdx. B з 7-110,,,,,2020,,,
Virginia,,Prince Edward,Coverage,Percentage,5.5,Prince Edward County Code Ords. appdx. B з 7-110,No more than 5.5% of land within 5-mile radius should be used for solar farm,,,,2020,,,
Virginia,,Prince George,Roads,Meters,15.24,Prince George County Zoning Ord. з 90-16,,,,,,,,
Virginia,,Richmond,Sound,dBA,65,"4-21 аSOLAR POWER FACILITY, LARGE PHOTOVOLTAIC ",,,,,,,,
Virginia,,Roanoke,Height ,Meters,4.572,Sec. 30-100-13. - Solar energy systems.,,,,,,,,
Virginia,,Rockingham,Height ,Meters,7.62,sec. 17-607,,,,,,,,
Virginia,,Shenandoah,Sound,dBA,65,Art XXII Solar facilities,,,,,,,,
Virginia,,Southampton,Height ,Meters,5.4864,Sec. 18-4309.,,,,,,,,
Virginia,,Southampton,Minimum Lot Size,Acres,20,Sec. 18-4309.,,,,,,,,
Virginia,,Southampton,maximum lot size,Acres,1000,Sec. 18-4309.,,,,,,,,
Washington,,Asotin ,Property Line,Meters,60.96,Asotin County Zoning Ord. з 17.08.070,,,,,,,,
Washington,,Asotin ,Structures,Meters,60.96,Asotin County Zoning Ord. з 17.08.070,,,,,,,,
Washington,,Grant,Banned,n/a,,Grant County Ord. No. 21-080-CC,Six month moratorium beginning in august 2021(County is re-writing its regs),,,,2021,,,
Washington,,Kittitas,Property Line,Meters,7.62,Kittitas County Zoning Ord. з 17.61C.090,,,,,2018,,,
Washington,,Kittitas,Height ,Meters,6.09,Kittitas County Zoning Ord. з 17.61C.090,,,,,2018,,,
Washington,,Klickitat,Structures,Meters,152.4 - 457.2,Klickitat County Code Ords. з 19.39:8 ,Range of setbacks ranging from 500-1500 feet based on geographic factors ,,,,2010,,,
Wisconsin ,,Green,Property Line,Meters,4.5,Green County Zoning Regs. з 4-12-3(B),15' setback from property line + underlying district regulation ,,,,,,,
Wisconsin ,,Green ,Height ,Meters,10.66,Green County Zoning Regs. з 4-12-3(B),35' max height ,,,,,,,
Wisconsin ,,Walworth ,Property Line,Meters,15.24,Walworth County Code Ords. з  65-121,,,,,,,,
Wisconsin ,,Waushara,Property Line,Meters,15.24,Waushara County Zoning Ord. з  58-236 ,,,,,2020,,,
Wyoming,,Albany,Structures,Meters,91.44,8. Setbacks for Solar Energy Facilities. ,,,,,,,,
Wyoming,,Albany,Roads,Meters,60.96,8. Setbacks for Solar Energy Facilities. ,,,,,,,,
Wyoming,,Albany,Property Line,Meters,30.48,8. Setbacks for Solar Energy Facilities. ,,,,,,,,
Wyoming,,Converse,Structures,Meters,91.44,W.S. 18-5-504 ,,,,,,,,
Wyoming,,Converse,Roads,Meters,60.96,W.S. 18-5-504 ,,,,,,,,
Wyoming,,Converse,Property Line,Meters,30.48,W.S. 18-5-504 ,,,,,,,,
Wyoming,,Sheridan,Structures,Meters,91.44,RULES AND REGULATIONS GOVERNING THE PERMITING OF COMMERICIAL SOLAR ENERGY FACILITIES,,,,,,,,
Wyoming,,Sheridan,Roads,Meters,60.96,RULES AND REGULATIONS GOVERNING THE PERMITING OF COMMERICIAL SOLAR ENERGY FACILITIES,,,,,,,,
Wyoming,,Sheridan,Property Line,Meters,30.48,RULES AND REGULATIONS GOVERNING THE PERMITING OF COMMERICIAL SOLAR ENERGY FACILITIES,,,,,,,,
Wyoming,,Sheridan,Height ,Meters,4.572,RULES AND REGULATIONS GOVERNING THE PERMITING OF COMMERICIAL SOLAR ENERGY FACILITIES,,,,,,,,
Wyoming,,Sweetwater,Coverage,Percentage,10,Sec 11. Solar Energy System Ц On-Site,coverage cannot exceed 10 % of the lot ,,,,,,,
Wyoming,,Sweetwater,Height ,Meters,4.572,Sec 11. Solar Energy System Ц On-Site,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
